eto_lead_whatsapp_feedback_response_id,feedback_date,feedback_modref_id,feedback_modref_type,feedback_remarks,fk_buyer_glusr_usr_id,fk_eto_lead_whatsapp_template_id,fk_supplier_glusr_usr_id,im_whatsapp_msg_sent_date,response_flag
2138,02/07/24 10:26,107054815459.0,1.0,Satisfied,163253489.0,11.0,,02/07/24 10:26,111.0
2140,02/07/24 10:25,107097410746.0,1.0,Not Satisfied,24847710.0,11.0,,02/07/24 10:25,-234.0
2141,02/07/24 10:22,107073231567.0,1.0,Satisfied,21324675.0,11.0,,02/07/24 10:22,111.0
2146,02/07/24 10:10,107046462267.0,1.0,Not Satisfied,192612604.0,11.0,,02/07/24 10:10,-789.0
2151,02/07/24 10:32,107081362434.0,1.0,Satisfied,104711577.0,11.0,,02/07/24 10:32,111.0
2155,02/07/24 10:36,107069619259.0,1.0,Not Satisfied,13815505.0,11.0,,02/07/24 10:36,-234.0
2159,02/07/24 10:19,107063637234.0,1.0,Satisfied,37810351.0,11.0,,02/07/24 10:19,111.0
2161,02/07/24 10:19,107063637234.0,1.0,Not Satisfied,37810351.0,11.0,,02/07/24 10:19,-234.0
2162,02/07/24 10:30,107091055359.0,1.0,Satisfied,58978617.0,11.0,8678511.0,02/07/24 10:30,333.0
2165,02/07/24 10:35,107064385163.0,1.0,Not Satisfied,61118496.0,11.0,,02/07/24 10:35,-666.0
2171,02/07/24 10:30,107065195352.0,1.0,Not Satisfied,212379280.0,11.0,,02/07/24 10:30,-234.0
2176,02/07/24 10:30,107097621667.0,1.0,Satisfied,24519616.0,11.0,,02/07/24 10:30,111.0
2177,02/07/24 10:35,107059416434.0,1.0,Not Satisfied,37952672.0,11.0,,02/07/24 10:35,-234.0
2178,02/07/24 10:32,107055499775.0,1.0,Satisfied,202277056.0,11.0,,02/07/24 10:32,111.0
2182,02/07/24 10:34,107080063534.0,1.0,Not Satisfied,8264565.0,11.0,,02/07/24 10:34,-234.0
2183,02/07/24 10:32,107075912434.0,1.0,Satisfied,2397297.0,11.0,,02/07/24 10:32,111.0
2192,02/07/24 10:16,107080855995.0,1.0,Satisfied,23774679.0,11.0,,02/07/24 10:16,111.0
2194,02/07/24 10:34,107063000463.0,1.0,Satisfied,101745544.0,11.0,,02/07/24 10:34,111.0
2198,02/07/24 10:31,107090586034.0,1.0,Satisfied,223992927.0,11.0,,02/07/24 10:31,111.0
2199,02/07/24 10:10,107086603634.0,1.0,Not Satisfied,113525548.0,11.0,,02/07/24 10:10,-234.0
2200,02/07/24 10:30,107086554646.0,1.0,Not Satisfied,54391713.0,11.0,,02/07/24 10:30,-234.0
2202,02/07/24 10:21,107072943363.0,1.0,Not Satisfied,224932518.0,11.0,,02/07/24 10:21,-234.0
2204,02/07/24 10:21,107072943363.0,1.0,Not Satisfied,224932518.0,11.0,,02/07/24 10:21,-234.0
2205,02/07/24 10:21,107072943363.0,1.0,Not Satisfied,224932518.0,11.0,,02/07/24 10:21,-234.0
2210,02/07/24 10:33,107099162263.0,1.0,Satisfied,74766368.0,11.0,,02/07/24 10:33,111.0
2213,02/07/24 10:33,107099162263.0,1.0,Satisfied,74766368.0,11.0,,02/07/24 10:33,111.0
2215,02/07/24 10:30,107097621667.0,1.0,Satisfied,24519616.0,11.0,1976994.0,02/07/24 10:30,333.0
2217,02/07/24 10:30,107086554646.0,1.0,Not Satisfied,54391713.0,11.0,,02/07/24 10:30,-222.0
2218,02/07/24 10:26,107078373252.0,1.0,Satisfied,8832565.0,11.0,,02/07/24 10:26,111.0
2219,02/07/24 10:34,107078967834.0,1.0,Satisfied,88940030.0,11.0,,02/07/24 10:34,111.0
2220,02/07/24 10:26,107078373252.0,1.0,Satisfied,8832565.0,11.0,,02/07/24 10:26,111.0
2224,02/07/24 10:15,107080241752.0,1.0,Satisfied,143348034.0,11.0,,02/07/24 10:15,111.0
2225,02/07/24 10:31,107054561034.0,1.0,Satisfied,219267917.0,11.0,,02/07/24 10:31,111.0
2228,02/07/24 10:29,107079381534.0,1.0,Satisfied,103067956.0,11.0,,02/07/24 10:29,111.0
2232,02/07/24 10:26,107100377967.0,1.0,Satisfied,205465839.0,11.0,,02/07/24 10:26,111.0
2233,02/07/24 10:14,107087472546.0,1.0,Satisfied,93385369.0,11.0,,02/07/24 10:14,111.0
2234,02/07/24 10:33,107085175434.0,1.0,Satisfied,47760553.0,11.0,,02/07/24 10:33,111.0
2235,02/07/24 10:26,107100377967.0,1.0,Satisfied,205465839.0,11.0,,02/07/24 10:26,111.0
2237,02/07/24 10:23,107072770767.0,1.0,Satisfied,55139412.0,11.0,,02/07/24 10:23,111.0
2240,02/07/24 10:35,107100037134.0,1.0,Not Satisfied,99053860.0,11.0,,02/07/24 10:35,-234.0
2242,02/07/24 10:23,107072770767.0,1.0,Satisfied,55139412.0,11.0,,02/07/24 10:23,111.0
2243,02/07/24 10:35,107085913013.0,1.0,Not Satisfied,150276229.0,11.0,,02/07/24 10:35,-567.0
2247,02/07/24 10:24,107077761659.0,1.0,Satisfied,122217732.0,11.0,,02/07/24 10:24,111.0
220,02/07/24 10:02,107067789067.0,1.0,Satisfied,24382047.0,11.0,,02/07/24 10:02,111.0
225,02/07/24 10:01,107080840485.0,1.0,Satisfied,11029842.0,11.0,,02/07/24 10:01,111.0
231,02/07/24 10:02,107090001463.0,1.0,Satisfied,14538605.0,11.0,,02/07/24 10:02,111.0
234,02/07/24 10:03,107058841013.0,1.0,Satisfied,51137061.0,11.0,,02/07/24 10:03,111.0
235,02/07/24 10:02,107099660159.0,1.0,Not Satisfied,9636728.0,11.0,,02/07/24 10:02,-234.0
238,02/07/24 10:02,107090001463.0,1.0,Not Satisfied,14538605.0,11.0,,02/07/24 10:02,-234.0
239,02/07/24 10:03,107090184875.0,1.0,Not Satisfied,143630183.0,11.0,,02/07/24 10:03,-234.0
241,02/07/24 10:03,107054278759.0,1.0,Not Satisfied,186317332.0,11.0,,02/07/24 10:03,-234.0
245,02/07/24 10:03,107064828175.0,1.0,Satisfied,46919863.0,11.0,,02/07/24 10:03,111.0
257,02/07/24 10:03,107091052375.0,1.0,Satisfied,52640524.0,11.0,,02/07/24 10:03,111.0
258,02/07/24 10:03,107081277585.0,1.0,Not Satisfied,45329891.0,11.0,,02/07/24 10:03,-234.0
260,02/07/24 10:04,107055550059.0,1.0,Satisfied,23629833.0,11.0,,02/07/24 10:04,111.0
2071,02/07/24 10:17,107086096246.0,1.0,Not Satisfied,9524551.0,11.0,,02/07/24 10:17,-222.0
2073,02/07/24 10:29,107094973213.0,1.0,Not Satisfied,136311186.0,11.0,,02/07/24 10:29,-234.0
2078,02/07/24 10:28,107067363867.0,1.0,Satisfied,114833244.0,11.0,,02/07/24 10:28,-111.0
2082,02/07/24 10:28,107088197134.0,1.0,Satisfied,62636088.0,11.0,,02/07/24 10:28,111.0
2083,02/07/24 10:26,107075512863.0,1.0,Not Satisfied,40406468.0,11.0,,02/07/24 10:26,-234.0
2084,02/07/24 10:30,107063964095.0,1.0,Satisfied,79428735.0,11.0,,02/07/24 10:30,111.0
2087,02/07/24 10:23,107054814385.0,1.0,Satisfied,161158214.0,11.0,,02/07/24 10:23,111.0
2096,02/07/24 10:23,107054814385.0,1.0,Satisfied,161158214.0,11.0,14979358.0,02/07/24 10:23,333.0
2105,02/07/24 10:34,107075461952.0,1.0,Not Satisfied,5103091.0,11.0,,02/07/24 10:34,-234.0
2106,02/07/24 10:27,107080497575.0,1.0,Not Satisfied,9945327.0,11.0,,02/07/24 10:27,-234.0
2107,02/07/24 10:17,107078030767.0,1.0,Satisfied,78209008.0,11.0,509899.0,02/07/24 10:17,333.0
2116,02/07/24 10:32,107071667995.0,1.0,Not Satisfied,12389100.0,11.0,,02/07/24 10:32,-666.0
2117,02/07/24 10:27,107073452634.0,1.0,Not Satisfied,85911582.0,11.0,,02/07/24 10:27,-234.0
2123,02/07/24 10:28,107055325759.0,1.0,Not Satisfied,86373338.0,11.0,,02/07/24 10:28,-234.0
2124,02/07/24 10:27,107069370646.0,1.0,Satisfied,204091077.0,11.0,,02/07/24 10:27,111.0
2129,02/07/24 10:36,107091639785.0,1.0,Not Satisfied,200175317.0,11.0,,02/07/24 10:36,-234.0
2131,02/07/24 10:34,107095682395.0,1.0,Not Satisfied,7039000.0,11.0,,02/07/24 10:34,-234.0
2133,02/07/24 10:19,107075915975.0,1.0,Satisfied,5472007.0,11.0,,02/07/24 10:19,111.0
2134,02/07/24 10:20,107099152085.0,1.0,Satisfied,10426243.0,11.0,,02/07/24 10:20,111.0
2135,02/07/24 10:11,107084531267.0,1.0,Not Satisfied,90599838.0,11.0,,02/07/24 10:11,-234.0
2137,02/07/24 10:26,107054815459.0,1.0,Satisfied,163253489.0,11.0,,02/07/24 10:26,111.0
2142,02/07/24 10:19,107091455152.0,1.0,Not Satisfied,35163748.0,11.0,,02/07/24 10:19,-234.0
2143,02/07/24 10:19,107083679685.0,1.0,Satisfied,28288009.0,11.0,,02/07/24 10:19,111.0
2144,02/07/24 10:19,107083679685.0,1.0,Satisfied,28288009.0,11.0,,02/07/24 10:19,111.0
2147,02/07/24 10:33,107069667734.0,1.0,Not Satisfied,38328302.0,11.0,,02/07/24 10:33,-234.0
2150,02/07/24 10:11,107084531267.0,1.0,Not Satisfied,90599838.0,11.0,,02/07/24 10:11,-234.0
2153,02/07/24 10:25,107055312495.0,1.0,Satisfied,61627019.0,11.0,,02/07/24 10:25,111.0
2157,02/07/24 10:29,107065152567.0,1.0,Not Satisfied,57461831.0,11.0,,02/07/24 10:29,-789.0
2158,02/07/24 10:34,107095364213.0,1.0,Satisfied,64534436.0,11.0,,02/07/24 10:34,111.0
2163,02/07/24 10:35,107064385163.0,1.0,Not Satisfied,61118496.0,11.0,,02/07/24 10:35,-666.0
2164,02/07/24 10:08,107059496467.0,1.0,Satisfied,224101134.0,11.0,,02/07/24 10:08,111.0
2167,02/07/24 10:36,107069619259.0,1.0,Not Satisfied,13815505.0,11.0,,02/07/24 10:36,-222.0
2168,02/07/24 10:07,107061552746.0,1.0,Not Satisfied,64187661.0,11.0,,02/07/24 10:07,-789.0
2169,02/07/24 10:34,107053999563.0,1.0,Satisfied,184986477.0,11.0,,02/07/24 10:34,111.0
2172,02/07/24 10:30,107065195352.0,1.0,Not Satisfied,212379280.0,11.0,,02/07/24 10:30,-234.0
2174,02/07/24 10:04,107097345175.0,1.0,Not Satisfied,81966512.0,11.0,,02/07/24 10:04,-666.0
2175,02/07/24 10:30,107065195352.0,1.0,Not Satisfied,212379280.0,11.0,,02/07/24 10:30,-234.0
2181,02/07/24 10:32,107052526046.0,1.0,Satisfied,12301254.0,11.0,,02/07/24 10:32,111.0
2186,02/07/24 10:30,107056992575.0,1.0,Not Satisfied,16655587.0,11.0,,02/07/24 10:30,-234.0
2188,02/07/24 10:20,107090498613.0,1.0,Satisfied,128436651.0,11.0,,02/07/24 10:20,111.0
2190,02/07/24 10:34,107080063534.0,1.0,Not Satisfied,8264565.0,11.0,,02/07/24 10:34,-444.0
2191,02/07/24 10:35,107082586467.0,1.0,Satisfied,27851118.0,11.0,,02/07/24 10:35,111.0
2197,02/07/24 10:30,107056992575.0,1.0,Not Satisfied,16655587.0,11.0,,02/07/24 10:30,-222.0
2201,02/07/24 10:29,107061041875.0,1.0,Not Satisfied,224903497.0,11.0,,02/07/24 10:29,-234.0
2203,02/07/24 10:30,107086554646.0,1.0,Not Satisfied,54391713.0,11.0,,02/07/24 10:30,-234.0
2208,02/07/24 10:33,107099162263.0,1.0,Satisfied,74766368.0,11.0,,02/07/24 10:33,111.0
2211,02/07/24 10:30,107086554646.0,1.0,Not Satisfied,54391713.0,11.0,,02/07/24 10:30,-222.0
2214,02/07/24 10:29,107061041875.0,1.0,Not Satisfied,224903497.0,11.0,,02/07/24 10:29,-222.0
2223,02/07/24 10:36,107055004746.0,1.0,Satisfied,27223267.0,11.0,,02/07/24 10:36,111.0
2226,02/07/24 10:34,107063000463.0,1.0,Satisfied,101745544.0,11.0,29793668.0,02/07/24 10:34,333.0
2623,02/07/24 10:24,107075485546.0,1.0,Not Satisfied,15101570.0,11.0,,02/07/24 10:24,-234.0
2624,02/07/24 10:09,107096494713.0,1.0,Satisfied,189499947.0,11.0,35544812.0,02/07/24 10:09,333.0
2628,02/07/24 10:17,107091770752.0,1.0,Satisfied,68104992.0,11.0,,02/07/24 10:17,111.0
2632,02/07/24 10:22,107095533113.0,1.0,Not Satisfied,161315154.0,11.0,,02/07/24 10:22,-789.0
2634,02/07/24 10:35,107055001995.0,1.0,Satisfied,23428132.0,11.0,,02/07/24 10:35,111.0
2637,02/07/24 10:05,107068653952.0,1.0,Satisfied,62135281.0,11.0,,02/07/24 10:05,111.0
2638,02/07/24 10:32,107079669175.0,1.0,Not Satisfied,13259755.0,11.0,,02/07/24 10:32,-234.0
2639,02/07/24 10:28,107065152052.0,1.0,Not Satisfied,55779465.0,11.0,,02/07/24 10:28,-234.0
2647,02/07/24 10:33,107061617246.0,1.0,Not Satisfied,4117155.0,11.0,,02/07/24 10:33,-234.0
221,02/07/24 10:01,107096996113.0,1.0,Not Satisfied,140832987.0,11.0,,02/07/24 10:01,-789.0
222,02/07/24 10:02,107060229846.0,1.0,Satisfied,97052666.0,11.0,,02/07/24 10:02,111.0
228,02/07/24 10:02,107056627195.0,1.0,Satisfied,218876264.0,11.0,,02/07/24 10:02,111.0
229,02/07/24 10:02,107056627195.0,1.0,Satisfied,218876264.0,11.0,,02/07/24 10:02,111.0
232,02/07/24 10:01,107080840485.0,1.0,Satisfied,11029842.0,11.0,,02/07/24 10:01,1000.0
233,02/07/24 10:02,107098038459.0,1.0,Not Satisfied,31773520.0,11.0,,02/07/24 10:02,-234.0
236,02/07/24 10:03,107094334667.0,1.0,Not Satisfied,26228371.0,11.0,,02/07/24 10:03,-234.0
237,02/07/24 10:03,107076898675.0,1.0,Satisfied,69157918.0,11.0,,02/07/24 10:03,111.0
242,02/07/24 10:03,107078029763.0,1.0,Satisfied,77804619.0,11.0,,02/07/24 10:03,111.0
243,02/07/24 10:02,107085367063.0,1.0,Not Satisfied,8736833.0,11.0,,02/07/24 10:02,-567.0
244,02/07/24 10:03,107064828175.0,1.0,Not Satisfied,46919863.0,11.0,,02/07/24 10:03,-234.0
